Age
29
29
22
29
29
29
29
22
33
24
37
30
37
24
22
33
22
23
29
27
29
27
23
24
27
23
23
27
27
27
21
27
27
23
27
28
26
26
26
26
22
22
28
28
26
22
26
26
28
22
28
28
25
33
25
37
37
25
25
25
25
37
37
37
26
25
37
37
25
25
32
24
24
24
26
26
24
26
36
24
30
24
26
26
30
26
30
26
24
35
35
35
35
35
30
35
35
35
35
35
35
35
25
32
32
35
29
32
24
30
34
34
34
28
34
28
28
31
28
22
34
34
31
33
27
33
33
33
33
31
33
30
33
33
33
30
33
30
30
33
32
32
30
26
32
30
32
26
32
32
33
26
32
32
26
33
32
31
31
31
29
32
31
29
31
29
32
28
32
32
31
31
31
31
34
31
30
30
31
31
32
28
34
34
31
28
32
35
34
31
30
30
29
27
30
30
29
29
29
30
30
29
38
29
30
30
26
26
26
30
28
26
28
28
26
38
26
28
26
26
26
28
29
36
36
36
25
36
30
27
36
36
25
36
25
27
27
25
36
26
35
35
26
26
31
26
31
26
35
26
31
24
26
26
26
35
25
25
25
25
34
25
25
34
35
25
34
34
34
25
34
41
38
33
33
38
38
33
38
38
38
38
33
33
33
24
33
33
39
39
39
39
39
32
33
39
39
39
32
23
32
39
38
33
31
31
31
31
39
37
38
38
38
31
31
38
37
38
32
31
30
35
36
30
30
35
35
35
30
33
30
30
37
35
38
38
29
30
23
30
34
34
25
25
23
34
29
34
25
29
29
23
29
23
23
36
29
29
29
34
32
34
34
29
36
29
34
30
29
30
32
33
28
33
33
28
28
33
28
28
28
28
29
33
33
28
33
32
34
32
27
27
34
34
35
35
34
35
32
34
34
28
28
34
26
31
31
33
33
26
33
33
34
34
31
34
33
27
31
30
25
27
30
29
37
33
30
29
30
36
30
25
32
32
37
29
35
28
29
35
29
32
32
36
35
29
35
29
35
29
29
31
37
28
34
35
28
27
35
28
35
28
35
31
31
29
27
27
33
30
36
28
36
30
30
33
34
33
24
34
34
26
35
39
29
29
39
31
31
26
35
29
38
26
26
38
35
34
32
32
28
28
38
34
34
37
38
28
28
34
34
36
36
29
29
35
29
29
37
40
33
33
33
29
33
29
38
36
34
36
34
38
38
29
38
36
38
34
38
29
36
28
27
35
28
37
37
27
29
34
37
30
28
31
28
37
30
27
30
27
27
37
29
27
27
26
29
27
29
30
29
32
29
29
36
29
31
25
29
26
26
26
28
26
29
33
38
36
26
38
28
32
25
28
30
24
25
30
24
35
32
30
28
32
27
27
34
27
34
34
37
29
34
34
34
29
29
34
29
33
36
26
35
26
33
26
27
26
26
33
33
31
32
32
26
32
32
32
35
31
32
27
44
31
28
30
28
28
28
28
25
31
25
24
25
30
30
40
30
30
30
24
30
24
27
33
32
39
39
31
29
23
32
29
32
32
29
39
27
31
31
36
41
31
31
41
33
31
31
27
32
40
40
40
40
33
30
32
29
36
29
29
29
29
29
26
36
35
35
28
28
33
28
30
29
30
35
33
34
27
27
27
27
29
27
34
27
27
33
25
26
31
26
33
33
26
33
32
33
34
27
33
32
34
31
23
31
32
34
34
34
34
34
33
31
33
38
29
27
33
27
30
30
22
29
41
29
32
26
29
27
26
29
26
29
46
46
43
46
28
25
46
28
28
45
32
27
30
25
25
45
45
27
44
38
29
44
44
26
44
43
36
43
43
32
43
43
43
25
35
35
35
35
24
35
47
35
42
46
22
34
34
34
34
34
34
40
41
45
40
53
29
33
33
40
44
39
32
44
39
39
44
24
24
26
24
24
24
31
24
30
26
31
24
24
24
31
24
24
26
35
32
31
27
25
27
36
27
31
36
31
27
32
27
25
25
25
25
33
27
32
34
26
32
26
32
28
26
28
26
28
26
26
26
26
26
26
26
26
26
29
29
29
29
29
29
25
29
29
29
25
25
29
29
29
29
29
29
29
30
30
30
30
30
30
28
30
30
28
30
30
28
30
30
30
30
30
30
31
31
31
31
19
31
31
31
31
31
31
31
31
31
31
27
31
31
31
31
31
30
32
30
28
32
30
32
28
28
32
30
32
32
32
20
32
32
20
30
28
31
31
29
33
33
29
31
33
21
31
33
33
31
33
33
33
33
39
21
33
33
30
34
34
30
34
34
34
34
22
34
22
34
22
22
32
34
30
34
30
22
34
31
35
35
35
23
35
35
24
35
31
35
35
35
35
35
30
23
24
25
36
36
36
36
24
31
24
24
24
36
25
24
24
32
36
32
24
24
36
36
24
25
25
25
25
25
32
25
25
28
25
25
25
25
25
25
32
25
25
25
24
25
26
33
26
33
26
26
26
26
26
26
26
26
26
26
29
26
26
26
26
26
26
26
27
27
30
27
27
25
27
27
27
27
26
39
23
39
25
27
23
25
27
30
27
26
27
25
